model z clump.grp clump_mass
h148_6144 0.17 10786 575579.19
h148_6144 0.17 10787 62449.84
h148_6144 0.17 10788 10247.09
h148_6144 0.17 10789 112509.42
h148_6144 0.17 10790 73743.49
h148_6144 0.17 10791 216918.22
h148_6144 0.17 10792 339964.88
h148_6144 0.17 10793 1121403.96
h148_6144 0.17 10794 227782.82
h148_6144 0.17 10795 77461.77
h148_6144 0.17 10796 80803.31
h148_6144 0.17 10797 9070.20
h148_6144 0.17 10798 26802.73
h148_6144 0.17 10799 52618.57
h148_6144 0.17 10800 203601.38
h148_6144 0.17 10801 72360.14
h148_6144 0.17 10802 75087.54
h148_6144 0.17 10803 82825.49
h148_6144 0.17 10804 87192.35
h148_6144 0.17 10805 81563.65
h148_6144 0.17 10806 75342.47
h148_6144 0.17 10807 79808.44
h148_6144 0.17 10808 80749.71
h148_6144 0.17 10809 118708.64
h148_6144 0.17 10810 113827.73
h148_6144 0.17 10811 41465.41
h148_6144 0.17 10812 10067.74
h148_6144 0.17 10813 173999.81
h148_6144 0.17 10814 68656.93
h148_6144 0.17 10815 25132.44
h148_6144 0.17 10816 71464.77
h148_6144 0.17 10817 16780.86
h148_6144 0.17 10818 63552.91
h148_6144 0.17 10819 74725.46
h148_6144 0.17 10820 14521.67
h148_6144 0.17 10821 23198.18
h148_6144 0.17 10822 67631.64
h148_6144 0.17 10823 89480.79
h148_6144 0.17 10824 34133.80
h148_6144 0.17 10825 29871.72
h148_6144 0.17 10826 36481.15
h148_6144 0.17 10827 19632.51
h148_6144 0.17 10828 57553.81
h148_6144 0.17 10829 24847.06
h148_6144 0.17 10830 59418.87
h148_6144 0.17 10831 23569.72
h148_6144 0.17 10832 33249.13
h148_6144 0.17 10833 43158.23
h148_6144 0.17 10834 97612.76
h148_6144 0.17 10835 9989.59
h148_6144 0.17 10836 52891.17
h148_6144 0.17 10837 15320.74
h148_6144 0.17 10838 128819.45
h148_6144 0.17 10839 72979.82
h148_6144 0.17 10840 207369.54
h148_6144 0.17 10841 74670.22
h148_6144 0.17 10842 95561.51
h148_6144 0.17 10843 82816.04
h148_6144 0.17 10844 118587.43
h148_6144 0.17 10845 69797.15
h148_6144 0.17 10846 78570.38
h148_6144 0.17 10847 70947.91
h148_6144 0.17 10848 87032.71
h148_6144 0.17 10849 211092.19
h148_6144 0.17 10850 51253.03
h148_6144 0.17 10851 117179.48
h148_6144 0.17 10852 150442.23
h148_6144 0.17 10853 86476.57
h148_6144 0.17 10854 70301.11
h148_6144 0.17 10855 35530.96
h148_6144 0.17 10856 47684.05
h148_6144 0.17 10857 71053.03
h148_6144 0.17 10858 7803.86
h148_6144 0.17 10859 75809.79
h148_6144 0.17 10860 76520.71
h148_6144 0.17 10861 10227.38
h148_6144 0.17 10862 74679.76
h148_6144 0.17 10863 63120.59
h148_6144 0.17 10864 122008.11
h148_6144 0.17 10865 62708.40
h148_6144 0.17 10866 30108.87
h148_6144 0.17 10867 70304.28
h148_6144 0.17 10868 13416.31
h148_6144 0.17 10869 60366.22
h148_6144 0.17 10870 97196.50
h148_6144 0.17 10871 20294.22
h148_6144 0.17 10872 89728.33
h148_6144 0.17 10873 51534.08
h148_6144 0.17 10874 62714.44
h148_6144 0.17 10875 67736.52
h148_6144 0.17 10876 60393.01
h148_6144 0.17 10877 58202.06
h148_6144 0.17 10878 48010.48
h148_6144 0.17 10879 72908.87
h148_6144 0.17 10880 71516.26
h148_6144 0.17 10881 23199.44
h148_6144 0.17 10882 35592.74
h148_6144 0.17 10883 66158.89
h148_6144 0.17 10884 29232.48
h148_6144 0.17 10885 33655.49
h148_6144 0.17 10886 57814.63
h148_6144 0.17 10887 58152.57
h148_6144 0.17 10888 90762.15
h148_6144 0.17 10889 22866.05
h148_6144 0.17 10890 55675.27
h148_6144 0.17 10891 21422.52
h148_6144 0.17 10892 18318.71
h148_6144 0.17 10893 57716.32
h148_6144 0.17 10894 36589.75
h148_6144 0.17 10895 9942.07
h148_6144 0.17 10896 13307.22
h148_6144 0.17 10897 23389.63
h148_6144 0.17 10898 48494.26
h148_6144 0.17 10899 68286.49
h148_6144 0.17 10900 11867.34
h148_6144 0.17 10901 3073.41
h148_6144 0.17 10902 23978.26
h148_6144 0.17 10903 11168.33
h148_6144 0.17 10904 27516.36
h148_6144 0.17 10905 20021.29
h148_6144 0.17 10906 29859.51
h148_6144 0.17 10907 158383.46
h148_6144 0.17 10908 34888.24
h148_6144 0.17 10909 751735.73
h148_6144 0.17 10910 80700.30
h148_6144 0.17 10911 53618.36
h148_6144 0.17 10912 79873.14
h148_6144 0.17 10913 172157.34
h148_6144 0.17 10914 18714.28
h148_6144 0.17 10915 62071.32
h148_6144 0.17 10916 41452.38
h148_6144 0.17 10917 67368.09
h148_6144 0.17 10918 34888.48
h148_6144 0.17 10919 45349.53
h148_6144 0.17 10920 56996.31
h148_6144 0.17 10921 61162.72
h148_6144 0.17 10922 27773.73
h148_6144 0.17 10923 67165.70
h148_6144 0.17 10924 66916.09
h148_6144 0.17 10925 20523.74
h148_6144 0.17 10926 23218.09
h148_6144 0.17 10927 85732.35
h148_6144 0.17 10928 25053.19
h148_6144 0.17 10929 45007.87
h148_6144 0.17 10930 21255.37
h148_6144 0.17 10931 33490.22
h148_6144 0.17 10932 42945.43
h148_6144 0.17 10933 886692.32
h148_6144 0.17 10934 65920.39
h148_6144 0.17 10935 22139.46
h148_6144 0.17 10936 52066.36
h148_6144 0.17 10937 38696.59
h148_6144 0.17 10938 27708.61
h148_6144 0.17 10939 62103.35
h148_6144 0.17 10940 115002.50
h148_6144 0.17 10941 30669.10
h148_6144 0.17 10942 145348.01
h148_6144 0.17 10943 63387.87
h148_6144 0.17 10944 22326.37
h148_6144 0.17 10945 20415.99
h148_6144 0.17 10946 44551.94
h148_6144 0.17 10947 57876.22
h148_6144 0.17 10948 45110.81
h148_6144 0.17 10949 15750.15
h148_6144 0.17 10950 44481.07
h148_6144 0.17 10951 71321.60
h148_6144 0.17 10952 76686.62
h148_6144 0.17 10953 55556.36
h148_6144 0.17 10954 18302.32
h148_6144 0.17 10955 79508.18
h148_6144 0.17 10956 16569.09
h148_6144 0.17 10957 24595.54
h148_6144 0.17 10958 64253.44
h148_6144 0.17 10959 36456.20
h148_6144 0.17 10960 29930.70
h148_6144 0.17 10961 327435.92
h148_6144 0.17 10962 64482.44
h148_6144 0.17 10963 16599.34
h148_6144 0.17 10964 70037.73
h148_6144 0.17 10965 22041.93
h148_6144 0.17 10966 23191.35
h148_6144 0.17 10967 23510.65
h148_6144 0.17 10968 36387.05
h148_6144 0.17 10969 36873.90
h148_6144 0.17 10970 26555.82
h148_6144 0.17 10971 34908.83
h148_6144 0.17 10972 31668.72
h148_6144 0.17 10973 45211.25
h148_6144 0.17 10974 32775.06
h148_6144 0.17 10975 15851.58
h148_6144 0.17 10976 19500.12
h148_6144 0.17 10977 76587.26
h148_6144 0.17 10978 17209.30
h148_6144 0.17 10979 33536.11
h148_6144 0.17 10980 31326.63
h148_6144 0.17 10981 68272.50
h148_6144 0.17 10982 12330.78
h148_6144 0.17 10983 12403.91
h148_6144 0.17 10984 33412.15
h148_6144 0.17 10985 33337.36
h148_6144 0.17 10986 21034.08
h148_6144 0.17 10987 76704.98
h148_6144 0.17 10988 27674.08
h148_6144 0.17 10989 39811.08
h148_6144 0.17 10990 151542.97
h148_6144 0.17 10991 172512.33
h148_6144 0.17 10992 51036.35
h148_6144 0.17 10993 72826.33
h148_6144 0.17 10994 85760.92
h148_6144 0.17 10995 5826.43
h148_6144 0.17 10996 109107.95
h148_6144 0.17 10997 80092.03
h148_6144 0.17 10998 44029.67
h148_6144 0.17 10999 61193.87
h148_6144 0.17 11000 76574.74
h148_6144 0.17 11001 65573.13
h148_6144 0.17 11002 13399.90
h148_6144 0.17 11003 16571.20
h148_6144 0.17 11004 23373.65
h148_6144 0.17 11005 187980.96
h148_6144 0.17 11006 144204.99
h148_6144 0.17 11007 74636.71
h148_6144 0.17 11008 937919.03
h148_6144 0.17 11009 51808.20
h148_6144 0.17 11010 71127.92
h148_6144 0.17 11011 87451.34
h148_6144 0.17 11012 37564.60
h148_6144 0.17 11013 48336.23
h148_6144 0.17 11014 65194.85
h148_6144 0.17 11015 64931.90
h148_6144 0.17 11016 97318.81
h148_6144 0.17 11017 16577.24
h148_6144 0.17 11018 84367.41
h148_6144 0.17 11019 22572.93
h148_6144 0.17 11020 93675.16
h148_6144 0.17 11021 11634.03
h148_6144 0.17 11022 63974.18
h148_6144 0.17 11023 8419.26
h148_6144 0.17 11024 112181.54
h148_6144 0.17 11025 89320.65
h148_6144 0.17 11026 51335.46
h148_6144 0.17 11027 15677.20
h148_6144 0.17 11028 33260.37
h148_6144 0.17 11029 60492.08
h148_6144 0.17 11030 34175.02
h148_6144 0.17 11031 78921.13
h148_6144 0.17 11032 27524.26
h148_6144 0.17 11033 122137.62
h148_6144 0.17 11034 85457.51
h148_6144 0.17 11035 105175.71
h148_6144 0.17 11036 19930.99
h148_6144 0.17 11037 54119.07
h148_6144 0.17 11038 50892.76
h148_6144 0.17 11039 81993.09
h148_6144 0.17 11040 10402.60
h148_6144 0.17 11041 28284.98
h148_6144 0.17 11042 63496.07
h148_6144 0.17 11043 70648.17
h148_6144 0.17 11044 42729.70
h148_6144 0.17 11045 127200.62
h148_6144 0.17 11046 16600.63
h148_6144 0.17 11047 19250.93
h148_6144 0.17 11048 20238.15
h148_6144 0.17 11049 9124.49
h148_6144 0.17 11050 16096.09
h148_6144 0.17 11051 21392.65
h148_6144 0.17 11052 51856.72
h148_6144 0.17 11053 51543.49
h148_6144 0.17 11054 454938.22
h148_6144 0.17 11055 55535.59
h148_6144 0.17 11056 14513.07
h148_6144 0.17 11057 75728.16
h148_6144 0.17 11058 52172.86
h148_6144 0.17 11059 44046.58
h148_6144 0.17 11060 85737.79
h148_6144 0.17 11061 42387.35
h148_6144 0.17 11062 26672.88
h148_6144 0.17 11063 8287.00
h148_6144 0.17 11064 80113.04
h148_6144 0.17 11065 11446.16
h148_6144 0.17 11066 44816.76
h148_6144 0.17 11067 51952.04
h148_6144 0.17 11068 81799.49
h148_6144 0.17 11069 32509.87
h148_6144 0.17 11070 50773.70
h148_6144 0.17 11071 61143.43
h148_6144 0.17 11072 17377.60
h148_6144 0.17 11073 62787.84
h148_6144 0.17 11074 46151.85
h148_6144 0.17 11075 38980.91
h148_6144 0.17 11076 21517.66
h148_6144 0.17 11077 116573.39
h148_6144 0.17 11078 86550.73
h148_6144 0.17 11079 73776.13
h148_6144 0.17 11080 21765.38
h148_6144 0.17 11081 76197.38
h148_6144 0.17 11082 75723.52
h148_6144 0.17 11083 65303.41
h148_6144 0.17 11084 73184.25
h148_6144 0.17 11085 74884.47
h148_6144 0.17 11086 15808.13
h148_6144 0.17 11087 60499.13
h148_6144 0.17 11088 61671.13
h148_6144 0.17 11089 33425.76
h148_6144 0.17 11090 68935.82
h148_6144 0.17 11091 99577.13
h148_6144 0.17 11092 75998.66
h148_6144 0.17 11093 66220.58
h148_6144 0.17 11094 36965.66
h148_6144 0.17 11095 64328.02
h148_6144 0.17 11096 90998.54
h148_6144 0.17 11097 67728.25
h148_6144 0.17 11098 75870.51
h148_6144 0.17 11099 100203.03
h148_6144 0.17 11100 110715.83
h148_6144 0.17 11101 47347.67
h148_6144 0.17 11102 81933.59
h148_6144 0.17 11103 18003.11
h148_6144 0.17 11104 68243.21
h148_6144 0.17 11105 13027.95
h148_6144 0.17 11106 34546.54
h148_6144 0.17 11107 10859.29
h148_6144 0.17 11108 6632.01
h148_6144 0.17 11109 8064.56
h148_6144 0.17 11110 82216.60
h148_6144 0.17 11111 104786.89
h148_6144 0.17 11112 75132.90
h148_6144 0.17 11113 79559.97
h148_6144 0.17 11114 37505.50
h148_6144 0.17 11115 16248.01
h148_6144 0.17 11116 13146.50
h148_6144 0.17 11117 68358.12
h148_6144 0.17 11118 48359.44
h148_6144 0.17 11119 10777.61
h148_6144 0.17 11120 21106.84
h148_6144 0.17 11121 71201.33
h148_6144 0.17 11122 11694.30
h148_6144 0.17 11123 69434.82
h148_6144 0.17 11124 19985.86
h148_6144 0.17 11125 58919.48
h148_6144 0.17 11126 18250.34
h148_6144 0.17 11127 9946.29
h148_6144 0.17 11128 14474.21
h148_6144 0.17 11129 19892.18
h148_6144 0.17 11130 20959.43
h148_6144 0.17 11131 12465.59
h148_6144 0.17 11132 18392.07
h148_6144 0.17 11133 6641.98
h148_6144 0.17 11134 19673.00
h148_6144 0.17 11135 6628.23
h148_6144 0.17 11136 93685.48
h148_6144 0.17 11137 52149.77
h148_6144 0.17 11138 40882.41
h148_6144 0.17 11139 49477.27
h148_6144 0.17 11140 76533.29
h148_6144 0.17 11141 66409.37
h148_6144 0.17 11142 18953.23
h148_6144 0.17 11143 3613.05
h148_6144 0.17 11144 9462.72
h148_6144 0.17 11145 81151.49
h148_6144 0.17 11146 18618.06
h148_6144 0.17 11147 86601.41
h148_6144 0.17 11148 38141.30
h148_6144 0.17 11149 19378.03
h148_6144 0.17 11150 22361.20
h148_6144 0.17 11151 13259.03
h148_6144 0.17 11152 73543.58
h148_6144 0.17 11153 33428.36
h148_6144 0.17 11154 90073.99
h148_6144 0.17 11155 142464.93
h148_6144 0.17 11156 48224.35
h148_6144 0.17 11157 122411.16
h148_6144 0.17 11158 47770.52
h148_6144 0.17 11159 28573.98
h148_6144 0.17 11160 400609.29
h148_6144 0.17 11161 111731.77
h148_6144 0.17 11162 20509.79
h148_6144 0.17 11163 9946.53
h148_6144 0.17 11164 144934.99
h148_6144 0.17 11165 14761.67
h148_6144 0.17 11166 68544.41
h148_6144 0.17 11167 79855.60
h148_6144 0.17 11168 72391.15
h148_6144 0.17 11169 90340.93
h148_6144 0.17 11170 6338.45
h148_6144 0.17 11171 7555.52
h148_6144 0.17 11172 19895.53
h148_6144 0.17 11173 16574.17
h148_6144 0.17 11174 23413.97
h148_6144 0.17 11175 59664.78
h148_6144 0.17 11176 13726.94
h148_6144 0.17 11177 158617.21
h148_6144 0.17 11178 25781.24
h148_6144 0.17 11179 79735.93
h148_6144 0.17 11180 6629.39
h148_6144 0.17 11181 22700.66
h148_6144 0.17 11182 6640.51
h148_6144 0.17 11183 38860.94
h148_6144 0.17 11184 59672.43
h148_6144 0.17 11185 61057.77
h148_6144 0.17 11186 25955.52
h148_6144 0.17 11187 83290.86
h148_6144 0.17 11188 4937.07
h148_6144 0.17 11189 34446.56
h148_6144 0.17 11190 223146.76
h148_6144 0.17 11191 70544.67
h148_6144 0.17 11192 124204.72
h148_6144 0.17 11193 1062596.87
h148_6144 0.17 11194 65066.93
h148_6144 0.17 11195 5844.93
h148_6144 0.17 11196 108129.43
h148_6144 0.17 11197 68665.92
h148_6144 0.17 11198 25642.21
h148_6144 0.17 11199 184797.04
h148_6144 0.17 11200 116273.16
h148_6144 0.17 11201 128948.06
h148_6144 0.17 11202 366533.08
h148_6144 0.17 11203 83447.21
h148_6144 0.17 11204 61458.25
h148_6144 0.17 11205 47850.32
h148_6144 0.17 11206 81560.87
h148_6144 0.17 11207 59475.03
h148_6144 0.17 11208 63645.46
h148_6144 0.17 11209 211321.64
h148_6144 0.17 11210 120793.62
h148_6144 0.17 11211 80595.13
h148_6144 0.17 11212 65851.67
h148_6144 0.17 11213 6657.57
h148_6144 0.17 11214 19889.75
h148_6144 0.17 11215 13256.34
h148_6144 0.17 11216 79522.63
h148_6144 0.17 11217 52537.57
h148_6144 0.17 11218 13276.75
h148_6144 0.17 11219 27428.36
h148_6144 0.17 11220 79022.81
h148_6144 0.17 11221 94484.05
h148_6144 0.17 11222 72948.60
h148_6144 0.17 11223 59969.88
h148_6144 0.17 11224 65582.94
h148_6144 0.17 11225 32850.24
h148_6144 0.17 11226 13411.85
h148_6144 0.17 11227 15802.30
h148_6144 0.17 11228 21971.92
h148_6144 0.17 11229 77989.04
h148_6144 0.17 11230 47733.04
h148_6144 0.17 11231 78606.54
h148_6144 0.17 11232 47049.71
h148_6144 0.17 11233 29941.79
h148_6144 0.17 11234 73173.40
h148_6144 0.17 11235 59479.85
h148_6144 0.17 11236 63298.14
h148_6144 0.17 11237 73161.76
h148_6144 0.17 11238 60687.13
h148_6144 0.17 11239 19894.03
h148_6144 0.17 11240 68415.09
h148_6144 0.17 11241 63666.90
h148_6144 0.17 11242 60239.91
h148_6144 0.17 11243 158500.25
h148_6144 0.17 11244 84390.20
h148_6144 0.17 11245 26519.05
h148_6144 0.17 11246 32345.30
h148_6144 0.17 11247 19890.42
h148_6144 0.17 11248 53873.35
h148_6144 0.17 11249 70252.51
h148_6144 0.17 11250 9126.49
h148_6144 0.17 11251 29904.49
h148_6144 0.17 11252 74984.47
h148_6144 0.17 11253 31082.68
h148_6144 0.17 11254 18821.42
h148_6144 0.17 11255 22365.34
h148_6144 0.17 11256 22184.96
h148_6144 0.17 11257 27073.29
h148_6144 0.17 11258 37967.40
h148_6144 0.17 11259 60646.02
h148_6144 0.17 11260 62076.12
h148_6144 0.17 11261 18250.30
h148_6144 0.17 11262 62876.43
h148_6144 0.17 11263 45519.37
h148_6144 0.17 11264 45607.28
h148_6144 0.17 11265 22201.24
h148_6144 0.17 11266 70938.77
h148_6144 0.17 11267 25506.07
h148_6144 0.17 11268 18871.94
h148_6144 0.17 11269 22054.57
h148_6144 0.17 11270 33239.34
h148_6144 0.17 11271 20516.93
h148_6144 0.17 11272 23226.59
h148_6144 0.17 11273 67025.59
h148_6144 0.17 11274 47961.82
h148_6144 0.17 11275 62589.77
h148_6144 0.17 11276 78765.66
h148_6144 0.17 11277 13275.80
h148_6144 0.17 11278 24573.07
h148_6144 0.17 11279 29281.19
h148_6144 0.17 11280 30019.52
h148_6144 0.17 11281 20250.11
h148_6144 0.17 11282 66656.52
h148_6144 0.17 11283 82895.13
h148_6144 0.17 11284 16570.68
h148_6144 0.17 11285 70424.65
h148_6144 0.17 11286 72810.66
h148_6144 0.17 11287 56829.62
h148_6144 0.17 11288 45957.80
h148_6144 0.17 11289 33074.54
h148_6144 0.17 11290 13258.11
h148_6144 0.17 11291 64418.39
h148_6144 0.17 11292 66214.99
h148_6144 0.17 11293 71900.77
h148_6144 0.17 11294 23305.64
h148_6144 0.17 11295 71796.25
h148_6144 0.17 11296 6638.21
h148_6144 0.17 11297 24652.12
h148_6144 0.17 11298 43650.05
h148_6144 0.17 11299 21756.11
h148_6144 0.17 11300 74674.32
h148_6144 0.17 11301 54068.79
h148_6144 0.17 11302 31129.71
h148_6144 0.17 11303 23269.41
h148_6144 0.17 11304 32521.81
h148_6144 0.17 11305 37022.20
h148_6144 0.17 11306 51634.09
h148_6144 0.17 11307 14709.72
h148_6144 0.17 11308 23725.70
h148_6144 0.17 11309 23082.68
h148_6144 0.17 11310 27583.97
h148_6144 0.17 11311 22017.82
h148_6144 0.17 11312 49956.15
h148_6144 0.17 11313 13255.27
h148_6144 0.17 11314 12278.49
h148_6144 0.17 11315 77973.97
h148_6144 0.17 11316 93113.84
h148_6144 0.17 11317 64427.15
h148_6144 0.17 11318 22388.46
h148_6144 0.17 11319 70003.41
h148_6144 0.17 11320 64416.00
h148_6144 0.17 11321 147478.46
h148_6144 0.17 11322 42077.55
h148_6144 0.17 11323 18394.51
h148_6144 0.17 11324 5732.65
h148_6144 0.17 11325 39959.78
h148_6144 0.17 11326 81000.33
h148_6144 0.17 11327 72694.38
h148_6144 0.17 11328 70255.94
h148_6144 0.17 11329 103435.26
h148_6144 0.17 11330 20874.03
h148_6144 0.17 11331 9941.61
h148_6144 0.17 11332 36207.71
h148_6144 0.17 11333 77423.55
h148_6144 0.17 11334 41355.46
h148_6144 0.17 11335 46943.42
h148_6144 0.17 11336 26066.51
h148_6144 0.17 11337 109029.25
h148_6144 0.17 11338 72086.36
h148_6144 0.17 11339 31006.26
h148_6144 0.17 11340 55110.75
h148_6144 0.17 11341 36164.32
h148_6144 0.17 11342 78589.90
h148_6144 0.17 11343 79510.05
h148_6144 0.17 11344 7602.28
h148_6144 0.17 11345 61786.40
h148_6144 0.17 11346 137216.24
h148_6144 0.17 11347 128447.80
h148_6144 0.17 11348 83352.48
h148_6144 0.17 11349 87945.69
h148_6144 0.17 11350 19071.22
h148_6144 0.17 11351 73114.15
h148_6144 0.17 11352 42423.70
h148_6144 0.17 11353 62821.47
h148_6144 0.17 11354 53942.62
h148_6144 0.17 11355 79618.18
h148_6144 0.17 11356 35141.79
h148_6144 0.17 11357 42915.64
h148_6144 0.17 11358 80240.96
h148_6144 0.17 11359 72245.52
h148_6144 0.17 11360 19853.47
h148_6144 0.17 11361 97733.98
h148_6144 0.17 11362 43130.21
h148_6144 0.17 11363 67856.33
h148_6144 0.17 11364 71065.25
h148_6144 0.17 11365 82144.48
h148_6144 0.17 11366 57716.31
h148_6144 0.17 11367 39974.69
h148_6144 0.17 11368 26377.79
h148_6144 0.17 11369 15957.70
h148_6144 0.17 11370 27208.52
h148_6144 0.17 11371 24830.76
h148_6144 0.17 11372 31411.72
h148_6144 0.17 11373 18283.09
h148_6144 0.17 11374 16214.21
h148_6144 0.17 11375 13592.46
h148_6144 0.17 11376 33494.80
h148_6144 0.17 11377 75306.95
h148_6144 0.17 11378 34357.45
h148_6144 0.17 11379 25881.77
h148_6144 0.17 11380 79604.85
h148_6144 0.17 11381 10544.28
h148_6144 0.17 11382 34625.86
h148_6144 0.17 11383 159953.08
h148_6144 0.17 11384 135930.31
h148_6144 0.17 11385 40458.99
h148_6144 0.17 11386 15295.18
h148_6144 0.17 11387 67716.29
h148_6144 0.17 11388 63870.21
h148_6144 0.17 11389 24155.86
h148_6144 0.17 11390 358940.94
h148_6144 0.17 11391 76540.18
h148_6144 0.17 11392 41191.61
h148_6144 0.17 11393 72032.45
h148_6144 0.17 11394 60827.20
h148_6144 0.17 11395 13368.68
h148_6144 0.17 11396 123544.36
h148_6144 0.17 11397 71262.04
h148_6144 0.17 11398 80446.42
h148_6144 0.17 11399 29007.06
h148_6144 0.17 11400 85687.86
h148_6144 0.17 11401 71268.74
h148_6144 0.17 11402 68436.31
h148_6144 0.17 11403 48040.14
h148_6144 0.17 11404 39739.87
h148_6144 0.17 11405 50684.86
h148_6144 0.17 11406 23795.49
h148_6144 0.17 11407 16577.95
h148_6144 0.17 11408 49773.03
h148_6144 0.17 11409 89443.18
h148_6144 0.17 11410 59182.39
h148_6144 0.17 11411 14150.88
h148_6144 0.17 11412 36644.27
h148_6144 0.17 11413 79557.94
h148_6144 0.17 11414 73040.52
h148_6144 0.17 11415 27632.66
h148_6144 0.17 11416 63105.40
h148_6144 0.17 11417 23248.08
h148_6144 0.17 11418 29671.99
h148_6144 0.17 11419 11803.86
h148_6144 0.17 11420 66761.58
h148_6144 0.17 11421 71259.43
h148_6144 0.17 11422 77840.36
h148_6144 0.17 11423 110163.83
h148_6144 0.17 11424 34726.74
h148_6144 0.17 11425 64354.22
h148_6144 0.17 11426 9222.24
h148_6144 0.17 11427 72763.50
h148_6144 0.17 11428 67147.28
h148_6144 0.17 11429 88414.86
h148_6144 0.17 11430 20072.16
h148_6144 0.17 11431 135855.58
h148_6144 0.17 11432 73879.91
h148_6144 0.17 11433 61943.33
h148_6144 0.17 11434 83620.13
h148_6144 0.17 11435 72942.26
h148_6144 0.17 11436 73650.25
h148_6144 0.17 11437 21478.54
h148_6144 0.17 11438 18809.52
h148_6144 0.17 11439 110523.90
h148_6144 0.17 11440 76412.17
h148_6144 0.17 11441 64157.61
h148_6144 0.17 11442 50275.36
h148_6144 0.17 11443 23233.33
h148_6144 0.17 11444 16540.38
h148_6144 0.17 11445 83135.31
h148_6144 0.17 11446 159956.34
h148_6144 0.17 11447 9945.44
h148_6144 0.17 11448 91548.08
h148_6144 0.17 11449 55591.88
h148_6144 0.17 11450 78005.49
h148_6144 0.17 11451 95027.58
h148_6144 0.17 11452 40306.37
h148_6144 0.17 11453 80647.71
h148_6144 0.17 11454 44812.30
h148_6144 0.17 11455 35752.44
h148_6144 0.17 11456 96828.11
h148_6144 0.17 11457 73726.52
h148_6144 0.17 11458 61389.02
h148_6144 0.17 11459 65456.55
h148_6144 0.17 11460 78721.31
h148_6144 0.17 11461 72032.54
h148_6144 0.17 11462 58561.34
h148_6144 0.17 11463 36070.27
h148_6144 0.17 11464 10543.21
h148_6144 0.17 11465 74077.74
h148_6144 0.17 11466 66176.28
h148_6144 0.17 11467 102931.04
h148_6144 0.17 11468 49721.47
h148_6144 0.17 11469 38568.02
h148_6144 0.17 11470 38456.78
h148_6144 0.17 11471 3983.11
h148_6144 0.17 11472 13299.77
h148_6144 0.17 11473 6634.63
h148_6144 0.17 11474 3566.38
h148_6144 0.17 11475 9592.97
h148_6144 0.17 11476 122485.61
h148_6144 0.17 11477 6631.28
h148_6144 0.17 11478 141588.66
h148_6144 0.17 11479 13198.32
h148_6144 0.17 11480 6637.89
h148_6144 0.17 11481 77808.61
h148_6144 0.17 11482 86467.62
h148_6144 0.17 11483 38412.14
h148_6144 0.17 11484 73524.37
h148_6144 0.17 11485 85778.98
h148_6144 0.17 11486 21691.90
h148_6144 0.17 11487 164139.64
h148_6144 0.17 11488 229047.79
h148_6144 0.17 11489 69639.92
h148_6144 0.17 11490 65286.60
h148_6144 0.17 11491 29959.46
h148_6144 0.17 11492 69789.27
h148_6144 0.17 11493 37831.12
h148_6144 0.17 11494 69501.55
h148_6144 0.17 11495 59425.57
h148_6144 0.17 11496 249495.59
h148_6144 0.17 11497 244167.47
h148_6144 0.17 11498 63264.17
h148_6144 0.17 11499 29115.43
h148_6144 0.17 11500 26630.17
h148_6144 0.17 11501 33047.16
h148_6144 0.17 11502 208955.03
h148_6144 0.17 11503 41000.59
h148_6144 0.17 11504 77941.80
h148_6144 0.17 11505 67542.51
h148_6144 0.17 11506 20341.50
h148_6144 0.17 11507 55673.79
h148_6144 0.17 11508 23929.85
h148_6144 0.17 11509 44513.10
h148_6144 0.17 11510 60239.91
h148_6144 0.17 11511 29882.88
h148_6144 0.17 11512 59088.36
h148_6144 0.17 11513 94975.70
h148_6144 0.17 11514 121926.26
h148_6144 0.17 11515 65098.16
h148_6144 0.17 11516 40012.90
h148_6144 0.17 11517 79715.35
h148_6144 0.17 11518 7231.98
h148_6144 0.17 11519 62617.44
h148_6144 0.17 11520 52408.88
h148_6144 0.17 11521 10176.07
h148_6144 0.17 11522 86827.15
h148_6144 0.17 11523 35143.86
h148_6144 0.17 11524 106019.87
h148_6144 0.17 11525 41417.31
h148_6144 0.17 11526 13757.14
h148_6144 0.17 11527 82585.51
h148_6144 0.17 11528 657163.51
h148_6144 0.17 11529 91084.63
h148_6144 0.17 11530 85313.98
h148_6144 0.17 11531 85629.67
h148_6144 0.17 11532 70155.85
h148_6144 0.17 11533 45307.73
h148_6144 0.17 11534 64399.89
h148_6144 0.17 11535 34171.31
h148_6144 0.17 11536 14512.18
h148_6144 0.17 11537 16081.34
h148_6144 0.17 11538 88155.15
h148_6144 0.17 11539 74129.33
h148_6144 0.17 11540 10402.02
h148_6144 0.17 11541 93766.11
h148_6144 0.17 11542 59188.32
h148_6144 0.17 11543 69654.94
h148_6144 0.17 11544 22388.45
h148_6144 0.17 11545 48318.93
h148_6144 0.17 11546 32450.96
h148_6144 0.17 11547 33148.11
h148_6144 0.17 11548 43950.57
h148_6144 0.17 11549 62939.24
h148_6144 0.17 11550 46434.42
h148_6144 0.17 11551 19892.65
h148_6144 0.17 11552 19892.53
h148_6144 0.17 11553 70159.53
h148_6144 0.17 11554 56431.00
h148_6144 0.17 11555 19887.92
h148_6144 0.17 11556 101354.20
h148_6144 0.17 11557 43185.26
h148_6144 0.17 11558 36986.97
h148_6144 0.17 11559 59978.98
h148_6144 0.17 11560 13255.61
h148_6144 0.17 11561 75658.14
