model iord timeinclumps nclumps
P0 104759 0.68 1
P0 104776 1.29 1
P0 104781 0.84 1
P0 104818 1.29 1
P0 104820 0.45 1
P0 104857 1.90 1
P0 104870 1.29 1
P0 104872 1.29 1
P0 104875 2.58 1
P0 104876 1.74 1
P0 104880 4.03 2
P0 104881 2.58 1
P0 104882 3.42 1
P0 104887 3.87 1
P0 104888 3.87 1
P0 104889 0.68 1
P0 104890 1.74 1
P0 104892 3.71 3
P0 104893 0.68 1
P0 104894 2.58 1
P0 104895 1.97 2
P0 104900 3.03 2
P0 104901 1.29 1
P0 104902 0.84 1
P0 104904 1.29 1
P0 104905 2.58 1
P0 104906 1.90 1
P0 104908 0.61 1
P0 104909 1.29 1
P0 104910 3.42 1
P0 104912 1.52 2
P0 104913 1.97 2
P0 104914 2.58 1
P0 104916 0.68 1
P0 104918 2.58 1
P0 104919 1.52 2
P0 104920 3.19 1
P0 104924 2.58 1
P0 104925 0.68 1
P0 104926 2.58 1
P0 104927 2.58 1
P0 104928 1.29 1
P0 104929 0.68 1
P0 104932 0.68 1
P0 104933 1.90 1
P0 104937 0.68 1
P0 104938 3.87 1
P0 104939 2.58 1
P0 104942 1.29 1
P0 104944 1.97 2
P0 104945 1.97 2
P0 104946 3.26 2
P0 104947 1.29 1
P0 104949 3.26 2
P0 104950 2.58 1
P0 104951 3.42 1
P0 104953 0.68 1
P0 104954 0.68 1
P0 104955 0.61 1
P0 104956 0.68 1
P0 104957 0.68 1
P0 104958 1.29 1
P0 104960 2.13 1
P0 104961 0.84 1
P0 104963 0.68 1
P0 104966 1.29 1
P0 104967 1.29 1
P0 104968 0.68 1
P0 104969 3.00 2
P0 104970 1.52 2
P0 104971 1.52 2
P0 104973 1.97 2
P0 104975 2.58 1
P0 104976 1.29 1
P0 105127 1.29 1
P0 105138 2.58 1
P0 105157 2.58 1
P0 105162 0.68 1
P0 105164 2.58 1
P0 105168 0.68 1
P0 105169 2.58 1
P0 105170 0.61 1
P0 105174 0.68 1
P0 105175 0.61 1
P0 105176 1.29 1
P0 105180 0.68 1
P0 105181 0.68 1
P0 105186 5.16 1
P0 105187 2.58 1
P0 105271 1.30 1
P0 105337 0.84 1
P0 105404 1.29 1
P0 106673 2.58 1
P0 106857 2.58 1
P0 106885 1.74 1
P0 106886 0.84 1
P0 106891 2.62 2
P0 106892 2.58 1
P0 106893 0.45 1
P0 106897 2.58 1
P0 106898 2.58 1
P0 106899 3.88 1
P0 106900 0.84 1
P0 106901 0.84 1
P0 106903 0.84 1
P0 106905 2.58 1
P0 106910 0.84 1
P0 107100 0.84 1
P0 108556 1.29 1
P0 108573 0.45 1
P0 108581 2.58 1
P0 108584 0.84 1
P0 108586 1.90 1
P0 108591 3.19 1
P0 108593 1.90 1
P0 108596 0.45 1
P0 108598 0.61 1
P0 108599 1.29 1
P0 108604 2.58 1
P0 108605 2.58 1
P0 108622 1.29 1
P0 108628 0.68 1
P0 108629 1.97 2
P0 108632 1.90 1
P0 108633 4.71 2
P0 108634 0.84 1
P0 108635 2.58 1
P0 108639 0.68 1
P0 108646 0.68 1
P0 108647 0.68 1
P0 108695 1.90 1
P0 108701 1.90 1
P0 108720 3.87 1
P0 108722 2.58 1
P0 108725 3.04 1
P0 108729 1.90 1
P0 108730 0.68 1
P0 108734 1.29 1
P0 108737 0.68 1
P0 108739 1.29 1
P0 108740 2.58 1
P0 108741 0.61 1
P0 108748 4.48 1
P0 108755 2.58 1
P0 108756 0.68 1
P0 108759 0.68 1
P0 108760 0.84 1
P0 108761 1.90 1
P0 108762 0.68 1
P0 108763 2.13 1
P0 108764 3.26 2
P0 108765 1.29 1
P0 108767 2.58 1
P0 108768 3.87 1
P0 108769 4.48 1
P0 108773 0.68 1
P0 108774 4.48 1
P0 108775 2.58 1
P0 108776 1.29 1
P0 108777 0.68 1
P0 108779 0.84 1
P0 108781 2.58 1
P0 108784 1.97 2
P0 108788 1.52 2
P0 108792 0.68 1
P0 108793 1.52 2
P0 108796 0.61 1
P0 108797 1.97 2
P0 108799 3.87 1
P0 108800 1.90 1
P0 108802 1.29 1
P0 108804 0.68 1
P0 108806 1.97 2
P0 108807 3.42 1
P0 108809 2.58 1
P0 108810 0.68 1
P0 108811 5.16 1
P0 108812 2.58 1
P0 108814 2.58 1
P0 108815 1.29 1
P0 108816 1.29 1
P0 108817 1.97 2
P0 108818 3.42 1
P0 108819 1.29 1
P0 108821 0.68 1
P0 108822 0.68 1
P0 108824 1.29 1
P0 108825 3.19 1
P0 108826 2.58 1
P0 108827 4.71 2
P0 108829 1.97 2
P0 108830 3.42 1
P0 108831 3.87 1
P0 108834 3.87 2
P0 108836 3.26 2
P0 108838 0.68 1
P0 108839 3.42 1
P0 108840 1.97 2
P0 108841 1.29 1
P0 108842 2.58 1
P0 108846 2.58 1
P0 108847 0.68 1
P0 108848 0.68 1
P0 108852 2.58 1
P0 108853 1.97 2
P0 108854 1.29 1
P0 108855 0.68 1
P0 108858 0.68 1
P0 108860 2.13 2
P0 108861 1.29 1
P0 108868 0.45 1
P0 108904 1.29 1
P0 108905 2.58 2
P0 108907 1.90 1
P0 108909 2.58 1
P0 108914 0.45 1
P0 108922 1.29 1
P0 108923 1.29 1
P0 108927 1.74 1
P0 108929 0.84 1
P0 108937 1.97 2
P0 108938 2.42 2
P0 108939 2.58 1
P0 108940 2.58 1
P0 108942 1.52 2
P0 108943 1.97 2
P0 108944 2.58 1
P0 108945 0.68 1
P0 108947 4.48 1
P0 108951 1.74 1
P0 108953 2.58 1
P0 108954 1.90 1
P0 108955 2.58 1
P0 108956 1.90 1
P0 108957 0.68 1
P0 108958 0.68 1
P0 108960 1.29 1
P0 108963 1.29 1
P0 108965 1.90 1
P0 108966 1.97 2
P0 108967 1.90 1
P0 108969 1.29 1
P0 108970 1.90 1
P0 108971 2.58 2
P0 108972 0.68 1
P0 108973 0.61 1
P0 108975 3.42 1
P0 108976 2.13 2
P0 108977 1.97 2
P0 108978 3.26 2
P0 108980 1.97 2
P0 108981 2.58 1
P0 108982 0.68 1
P0 108983 1.29 1
P0 108984 2.13 1
P0 108985 3.42 1
P0 108986 1.97 2
P0 108987 1.29 1
P0 108988 1.29 1
P0 108989 1.45 2
P0 108991 0.68 1
P0 108992 3.03 2
P0 108993 1.52 2
P0 108995 0.68 1
P0 108996 0.61 1
P0 108997 2.42 2
P0 108998 1.29 1
P0 109001 2.81 3
P0 109002 2.58 1
P0 109003 3.26 2
P0 109004 2.58 1
P0 109006 0.68 1
P0 109007 1.97 2
P0 109010 3.87 2
P0 109011 3.42 1
P0 109012 1.29 1
P0 109013 2.74 1
P0 109017 0.68 1
P0 109018 2.58 1
P0 109020 0.68 1
P0 109021 1.97 2
P0 109022 0.61 1
P0 109027 1.29 1
P0 109028 1.29 1
P0 109029 1.97 2
P0 109030 1.29 1
P0 109031 3.87 1
P0 109032 3.87 1
P0 109033 1.29 1
P0 109034 3.42 1
P0 109036 0.68 1
P0 109037 0.84 1
P0 109038 3.42 1
P0 109041 2.58 1
P0 109045 2.13 1
P0 109046 0.45 1
P0 109047 0.68 1
P0 109048 0.68 1
P0 109049 1.97 2
P0 109051 1.29 1
P0 109052 3.26 3
P0 109054 1.52 2
P0 109058 2.58 1
P0 109059 0.68 1
P0 109060 0.68 1
P0 109061 1.29 1
P0 109062 0.68 1
P0 109066 0.61 1
P0 109067 2.74 1
P0 109070 1.45 2
P0 109071 1.29 1
P0 109073 0.68 1
P0 109074 0.61 1
P0 109075 2.13 1
P0 109076 1.97 2
P0 109077 2.13 1
P0 109088 1.29 1
P0 109090 0.84 1
P0 109130 1.74 1
P0 109141 0.84 1
P0 109149 1.29 1
P0 109153 1.90 1
P0 109154 0.84 1
P0 109155 1.29 1
P0 109158 1.29 1
P0 109164 1.90 1
P0 109165 1.29 1
P0 109170 0.68 1
P0 109183 1.29 1
P0 109189 2.58 1
P0 109190 1.13 2
P0 109191 2.58 1
P0 109194 3.26 3
P0 109195 0.68 1
P0 109196 2.58 1
P0 109200 0.68 1
P0 109201 1.97 2
P0 109202 2.58 1
P0 109206 1.90 1
P0 109207 0.68 1
P0 109208 1.29 1
P0 109213 1.97 2
P0 109214 1.29 1
P0 109215 1.29 1
P0 109218 2.74 1
P0 109219 2.81 2
P0 109220 0.68 1
P0 109224 3.42 1
P0 109227 1.97 2
P0 109229 1.29 1
P0 109230 0.68 1
P0 109232 1.29 1
P0 109233 0.61 1
P0 109234 2.42 3
P0 109235 1.29 1
P0 109236 0.68 1
P0 109237 0.68 1
P0 109239 2.13 1
P0 109240 2.58 1
P0 109243 0.68 1
P0 109244 3.87 1
P0 109245 5.16 1
P0 109246 0.68 1
P0 109247 3.87 2
P0 109248 3.42 1
P0 109250 2.58 1
P0 109251 0.68 1
P0 109252 2.58 1
P0 109253 1.90 1
P0 109254 2.58 1
P0 109255 0.68 1
P0 109256 0.68 1
P0 109257 0.68 1
P0 109258 2.58 1
P0 109259 3.87 2
P0 109260 2.58 1
P0 109262 3.42 1
P0 109263 1.29 1
P0 109264 0.68 1
P0 109265 1.29 1
P0 109266 2.13 2
P0 109267 3.42 1
P0 109269 1.97 2
P0 109271 1.29 1
P0 109274 4.55 2
P0 109275 0.84 1
P0 109277 0.68 1
P0 109279 0.68 1
P0 109280 0.68 1
P0 109287 1.97 2
P0 109288 0.45 1
P0 109289 0.68 1
P0 109291 1.29 1
P0 109292 0.68 1
P0 109294 2.58 1
P0 109295 0.68 1
P0 109321 1.74 1
P0 109331 1.29 1
P0 109344 0.88 1
P0 109376 1.74 1
P0 109426 1.29 1
P0 109477 0.84 1
P0 109481 1.29 1
P0 109482 0.68 1
P0 109483 2.58 1
P0 109488 1.29 1
P0 109489 0.68 1
P0 109500 2.58 1
P0 109501 1.29 1
P0 109506 0.68 1
P0 109507 3.87 2
P0 109536 1.29 1
P0 109542 1.29 1
P0 109567 1.29 1
P0 109572 1.29 1
P0 109573 1.29 1
P0 109574 1.29 1
P0 109578 1.29 1
P0 109579 1.29 1
P0 109609 1.29 1
P0 109610 1.29 1
P0 109615 1.29 1
P0 109616 1.29 1
P0 109675 1.74 1
P0 112797 0.88 1
P0 112805 0.88 1
P0 112864 1.29 1
P0 112900 1.29 1
P0 112901 4.32 2
P0 112907 1.29 1
P0 112919 1.74 1
P0 112935 5.16 1
P0 112936 1.71 1
P0 112937 1.97 2
P0 112943 0.68 1
P0 112948 1.90 1
P0 112949 2.13 1
P0 112961 1.29 1
P0 113002 0.45 1
P0 113019 1.29 1
P0 113051 2.58 1
P0 113057 1.29 1
P0 113077 2.58 1
P0 113078 1.97 2
P0 113080 1.29 1
P0 113086 0.45 1
P0 113087 1.29 1
P0 113090 3.88 2
P0 113092 2.58 1
P0 113093 2.13 1
P0 113094 1.29 1
P0 113097 1.29 1
P0 113104 1.90 1
P0 113105 3.87 1
P0 113112 0.61 1
P0 113113 2.81 2
P0 113114 3.42 1
P0 113116 1.29 1
P0 113118 1.29 1
P0 113120 0.68 1
P0 113121 1.29 1
P0 113123 1.29 1
P0 113124 1.90 1
P0 113125 0.68 1
P0 113126 0.68 1
P0 113127 2.58 1
P0 113129 3.26 2
P0 113131 2.58 1
P0 113134 2.13 1
P0 113135 0.68 1
P0 113137 1.90 1
P0 113139 0.68 1
P0 113140 0.61 1
P0 113144 1.90 1
P0 113145 2.58 1
P0 113146 0.68 1
P0 113147 1.29 1
P0 113149 0.68 1
P0 113150 1.29 1
P0 113151 0.68 1
P0 113153 0.68 1
P0 113155 1.52 2
P0 113156 3.87 1
P0 113157 1.90 1
P0 113158 1.97 2
P0 113159 0.68 1
P0 113160 0.68 1
P0 113162 2.13 1
P0 113165 1.29 1
P0 113166 1.29 1
P0 113167 0.68 1
P0 113168 0.68 1
P0 113171 1.29 1
P0 113172 1.29 1
P0 113173 1.29 1
P0 113174 4.71 2
P0 113176 1.52 2
P0 113177 1.52 2
P0 113178 2.58 1
P0 113179 3.26 2
P0 113181 0.68 1
P0 113183 3.19 2
P0 113221 0.84 1
P0 113224 0.61 1
P0 113255 0.84 1
P0 113261 1.29 1
P0 113276 0.45 1
P0 113280 1.29 1
P0 113286 0.45 1
P0 113292 1.29 1
P0 113293 0.61 1
P0 113294 2.58 1
P0 113295 3.03 2
P0 113296 2.58 1
P0 113297 0.68 1
P0 113298 0.68 1
P0 113300 3.42 2
P0 113302 1.90 1
P0 113303 2.58 1
P0 113305 2.81 2
P0 113306 3.19 2
P0 113307 1.29 1
P0 113311 0.61 1
P0 113316 2.58 1
P0 113320 1.29 1
P0 113328 1.97 2
P0 113330 0.68 1
P0 113331 1.52 2
P0 113332 3.42 3
P0 113333 0.68 1
P0 113334 1.52 2
P0 113336 0.68 1
P0 113338 0.68 1
P0 113339 1.52 2
P0 113340 4.48 1
P0 113342 0.84 1
P0 113344 0.45 1
P0 113346 3.42 1
P0 113348 0.84 1
P0 113349 2.58 1
P0 113351 2.84 2
P0 113352 2.58 1
P0 113353 3.19 2
P0 113354 3.42 1
P0 113356 1.29 1
P0 113358 0.68 1
P0 113359 1.90 1
P0 113360 3.19 1
P0 113364 1.29 1
P0 113370 1.29 1
P0 113371 0.84 1
P0 113372 2.58 1
P0 113374 2.13 2
P0 113375 2.58 1
P0 113376 0.68 1
P0 113378 1.52 2
P0 113382 1.97 2
P0 113383 2.35 2
P0 113384 2.13 2
P0 113385 1.45 2
P0 113386 1.29 1
P0 113387 1.97 2
P0 113388 1.29 1
P0 113389 4.48 1
P0 113390 1.29 1
P0 113391 3.03 2
P0 113393 0.68 1
P0 113394 0.45 1
P0 113396 0.61 1
P0 113397 2.58 1
P0 113398 0.68 1
P0 113399 0.45 1
P0 113403 1.29 1
P0 113408 1.29 1
P0 113424 0.45 1
P0 113426 1.29 1
P0 113429 2.13 1
P0 113467 1.74 1
P0 113473 1.29 1
P0 113486 0.84 1
P0 113500 1.29 1
P0 113508 0.68 1
P0 113509 1.29 1
P0 113511 2.58 1
P0 113514 1.90 1
P0 113515 0.68 1
P0 113516 0.68 1
P0 113520 0.61 1
P0 113535 1.29 1
P0 113544 1.90 1
P0 113545 0.68 1
P0 113547 0.68 1
P0 113548 2.58 1
P0 113550 1.29 1
P0 113551 1.97 2
P0 113554 2.81 2
P0 113556 3.42 1
P0 113557 1.52 2
P0 113558 3.42 1
P0 113560 0.68 1
P0 113561 0.68 1
P0 113562 3.42 2
P0 113563 2.13 1
P0 113566 2.58 1
P0 113568 2.58 1
P0 113569 3.87 1
P0 113571 1.97 2
P0 113572 3.87 1
P0 113574 3.19 2
P0 113577 1.29 1
P0 113581 0.84 1
P0 113583 2.58 1
P0 113584 3.42 1
P0 113586 0.68 1
P0 113588 1.13 2
P0 113589 0.68 1
P0 113590 2.58 1
P0 113591 2.58 1
P0 113592 3.42 1
P0 113595 3.87 1
P0 113598 2.58 1
P0 113599 3.42 1
P0 113600 1.29 1
P0 113601 2.81 3
P0 113602 1.29 1
P0 113603 2.58 1
P0 113606 0.68 1
P0 113607 1.52 2
P0 113608 1.74 2
P0 113609 2.58 1
P0 113610 2.81 2
P0 113611 0.68 1
P0 113612 0.68 1
P0 113613 0.68 1
P0 113614 0.45 1
P0 113615 2.58 1
P0 113640 1.29 1
P0 113646 1.29 1
P0 113653 1.29 1
P0 113654 1.29 1
P0 113661 0.45 1
P0 113665 0.45 1
P0 113666 1.29 1
P0 113673 0.45 1
P0 113683 0.45 1
P0 113691 1.74 2
P0 113696 1.29 1
P0 113704 2.13 1
P0 113709 2.13 1
P0 113713 1.29 1
P0 113721 0.84 1
P0 113728 1.29 1
P0 113732 0.45 1
P0 113740 1.29 1
P0 113766 2.13 1
P0 113777 1.29 1
P0 113802 1.52 2
P0 113803 2.58 1
P0 113804 0.45 1
P0 113809 0.68 1
P0 113815 1.90 1
P0 113820 1.29 1
P0 113823 1.76 1
P0 113826 0.68 1
P0 113827 1.29 1
P0 113832 1.29 1
P0 113869 1.29 1
P0 113870 1.29 1
P0 113906 1.29 1
P0 113952 1.29 1
P0 113958 0.42 1
P0 113994 1.29 1
P0 114019 0.84 1
P0 114025 1.29 1
P0 114032 1.29 1
P0 116326 0.88 1
P0 116507 0.84 1
P0 116554 1.30 1
P0 116650 1.29 1
P0 116657 1.74 1
P0 116680 2.58 1
P0 116788 1.29 1
P0 116789 2.58 1
P0 116794 1.90 1
P0 116821 1.29 1
P0 116822 0.68 1
P0 116825 1.29 1
P0 116827 1.29 1
P0 116828 1.74 1
P0 116835 3.19 1
P0 116836 0.84 1
P0 116837 1.29 1
P0 116868 1.74 1
P0 116896 0.84 1
P0 116898 1.74 1
P0 116915 1.29 1
P0 116935 0.45 1
P0 116938 0.45 1
P0 116951 2.13 1
P0 116955 1.29 1
P0 116959 1.29 1
P0 116962 1.29 1
P0 116981 2.13 2
P0 116991 0.84 1
P0 116992 2.13 1
P0 116993 1.29 1
P0 116996 1.29 1
P0 116998 1.29 1
P0 117001 1.90 1
P0 117030 1.74 1
P0 117034 2.13 1
P0 117037 2.13 2
P0 117038 0.68 1
P0 117039 0.68 1
P0 117041 2.58 1
P0 117042 1.74 2
P0 117043 1.29 1
P0 117050 0.45 1
P0 117070 0.45 1
P0 117073 1.29 1
P0 117074 2.58 1
P0 117076 1.29 1
P0 117078 1.29 1
P0 117088 0.45 1
P0 117111 1.29 1
P0 117112 0.84 1
P0 117116 1.29 1
P0 117123 1.29 1
P0 117126 1.29 1
P0 117129 1.29 1
P0 117139 1.29 1
P0 117140 1.29 1
P0 117148 0.45 1
P0 117156 0.84 1
P0 117157 0.45 1
P0 117158 2.13 1
P0 117159 2.13 1
P0 117160 0.84 1
P0 117165 1.29 1
P0 117166 1.29 1
P0 117167 0.45 1
P0 117175 3.42 2
P0 117178 3.87 1
P0 117194 2.13 1
P0 117197 1.29 1
P0 117199 2.13 1
P0 117200 1.29 1
P0 117201 1.29 1
P0 117203 1.74 1
P0 117206 1.29 1
P0 117207 1.29 1
P0 117209 1.29 1
P0 117237 0.45 1
P0 117241 1.74 1
P0 117242 1.29 1
P0 117244 1.29 1
P0 117246 1.29 1
P0 117247 2.13 1
P0 117252 1.90 1
P0 117253 2.58 1
P0 117254 1.29 1
P0 117255 1.29 1
P0 117262 1.52 2
P0 117268 1.29 1
P0 117285 1.29 1
P0 117326 1.29 1
P0 117332 0.84 1
P0 117337 2.13 1
P0 117348 1.29 1
P0 117367 1.29 1
P0 117368 1.29 1
P0 117379 0.84 1
P0 117380 1.29 1
P0 117386 1.29 1
P0 117407 1.29 1
P0 117410 1.29 1
P0 117414 1.29 1
P0 117416 1.74 2
P0 117421 2.13 1
P0 117427 3.87 1
P0 117439 1.30 1
P0 117443 0.84 1
P0 117447 1.29 1
P0 117453 1.29 1
P0 117456 1.29 1
P0 117469 1.29 1
P0 117489 0.84 1
P0 119777 0.84 1
P0 119819 1.29 1
P0 119866 1.29 1
P0 119897 1.29 1
P0 119920 1.29 1
P0 119926 1.29 1
P0 119927 1.29 1
P0 119939 0.84 1
P0 119956 0.45 1
P0 119957 2.17 2
P0 119968 1.29 1
P0 119989 1.29 1
P0 119991 2.13 1
P0 119992 0.84 1
P0 119993 0.84 1
P0 119997 1.29 1
P0 120016 1.29 1
P0 120029 1.29 1
P0 120030 0.45 1
P0 120033 2.58 2
P0 120035 1.29 1
P0 120041 2.13 1
P0 120046 1.74 1
P0 120057 1.29 1
P0 120067 0.45 1
P0 120069 0.84 1
P0 120070 2.13 1
P0 120071 2.13 1
P0 120073 1.29 1
P0 120077 1.29 1
P0 120078 1.29 1
P0 120085 1.29 1
P0 120098 1.29 1
P0 120099 3.87 1
P0 120100 1.29 1
P0 120102 1.29 1
P0 120109 2.58 1
P0 120110 1.29 1
P0 120116 2.17 2
P0 120132 2.13 1
P0 120139 1.29 1
P0 120141 0.45 1
P0 120150 1.29 1
P0 120168 2.58 1
P0 120170 0.84 1
P0 120174 0.84 1
P0 120180 1.29 1
P0 120187 0.84 1
P0 120190 1.29 1
P0 120204 1.29 1
P0 120207 1.29 1
P0 120215 1.29 1
P0 120230 2.13 1
P0 120236 1.29 1
P0 120243 0.45 1
P0 120245 1.29 1
P0 120246 1.29 1
P0 120254 2.13 1
P0 120278 1.74 2
P0 120279 1.29 1
P0 120283 0.84 1
P0 120306 0.45 1
P0 120391 1.29 1
P0 120393 1.29 1
P0 120397 1.29 1
P0 120399 1.29 1
P0 120403 1.74 1
P0 120432 0.45 1
P0 120444 0.88 1
P0 120459 1.29 1
P0 120467 1.29 1
P0 120469 1.29 1
P0 120481 1.29 1
P0 120497 1.29 1
P0 120742 2.59 1
P0 120900 2.59 1
P0 120906 2.59 1
P0 120907 2.59 1
P0 120936 2.59 1
P0 120937 2.59 1
P0 120942 2.59 1
P0 120948 2.59 1
P0 121805 0.88 1
P0 121974 0.88 1
P0 121975 0.88 1
P0 121980 0.88 1
P0 121981 0.88 1
P0 122017 0.88 1
P0 122018 0.88 1
P0 122022 0.88 1
P0 122023 0.88 1
P0 122658 1.29 1
P0 122799 1.74 1
P0 122800 1.74 1
P0 122835 1.74 1
P0 122836 1.74 1
P0 122838 1.29 1
P0 122891 2.59 1
P0 123096 2.59 1
P0 129045 0.87 2
P0 129050 0.88 1
P0 131933 0.61 1
P0 132107 1.90 1
P0 132148 1.98 1
P0 132150 0.45 1
P0 132174 0.88 1
P0 132175 0.61 1
P0 132188 1.29 1
P0 132202 1.74 1
P0 132207 0.45 1
P0 132294 1.74 1
P0 132309 0.42 1
P0 132332 0.61 1
P0 132346 1.30 1
P0 132350 0.84 1
P0 132364 1.56 2
P0 132366 1.30 1
P0 132367 1.30 1
P0 132368 1.45 2
P0 132369 1.91 2
P0 132371 2.59 2
P0 132373 0.84 1
P0 132387 0.45 1
P0 132392 1.98 1
P0 132393 1.13 2
P0 132394 2.59 1
P0 132395 0.45 1
P0 132398 1.29 1
P0 132401 1.30 1
P0 132405 2.59 1
P0 132407 1.30 1
P0 132439 0.45 1
P0 132440 0.45 1
P0 132443 1.29 1
P0 132549 1.29 1
P0 132571 0.84 1
P0 132612 1.30 1
P0 132613 0.68 1
P0 132614 1.30 1
P0 132615 0.68 1
P0 132616 0.68 1
P0 132623 1.30 1
P0 132685 2.58 1
P0 132733 1.29 1
P0 132821 1.74 1
P0 132828 0.84 1
P0 132829 1.29 1
P0 132836 0.61 1
P0 133040 1.29 1
P0 135305 1.29 1
P0 135407 1.90 1
P0 135419 1.90 1
P0 135425 1.98 1
P0 135427 0.61 1
P0 135471 0.84 1
P0 135472 0.84 1
P0 135505 1.29 1
P0 135506 0.45 1
P0 135542 1.74 1
P0 135544 0.68 1
P0 135563 0.61 1
P0 135565 1.52 2
P0 135566 1.30 1
P0 135573 0.68 1
P0 135574 1.29 1
P0 135577 1.30 1
P0 135578 1.98 1
P0 135581 0.68 1
P0 135585 1.30 1
P0 135586 1.30 1
P0 135587 1.30 1
P0 135589 1.29 1
P0 135592 1.98 1
P0 135595 1.29 1
P0 135596 2.59 2
P0 135597 1.29 1
P0 135599 1.98 1
P0 135600 0.84 1
P0 135603 1.03 2
P0 135604 3.20 2
P0 135613 0.68 1
P0 135617 1.30 1
P0 135620 1.30 1
P0 135621 1.98 1
P0 135622 1.30 1
P0 135623 2.59 2
P0 135627 1.75 2
P0 135635 2.59 2
P0 135637 0.68 1
P0 135638 1.30 1
P0 135675 0.45 1
P0 135707 1.29 1
P0 135714 0.68 1
P0 135744 1.30 1
P0 135745 1.30 1
P0 135747 0.45 1
P0 135751 1.30 1
P0 135752 3.20 2
P0 135753 0.68 1
P0 135754 1.30 1
P0 135758 0.61 1
P0 135762 2.59 1
P0 135764 1.30 1
P0 135767 1.29 1
P0 135768 1.74 1
P0 135769 1.30 1
P0 135770 1.30 1
P0 135772 0.61 1
P0 135774 1.98 1
P0 135776 1.30 1
P0 135778 0.61 1
P0 135779 0.68 1
P0 135780 1.30 1
P0 135783 1.30 1
P0 135784 0.45 1
P0 135785 1.98 1
P0 135787 0.68 1
P0 135791 1.91 2
P0 135792 0.68 1
P0 135793 0.68 1
P0 135795 1.30 1
P0 135796 1.98 1
P0 135798 0.68 1
P0 135799 0.68 1
P0 135802 1.30 1
P0 135803 1.29 1
P0 135804 1.30 1
P0 135807 2.59 1
P0 135808 1.29 1
P0 135809 1.98 1
P0 135810 1.30 1
P0 135811 0.84 1
P0 135821 2.43 2
P0 135822 0.68 1
P0 135823 0.68 1
P0 135829 0.68 1
P0 135830 1.30 1
P0 135835 1.29 1
P0 135838 0.60 1
P0 135840 2.58 1
P0 135844 1.98 1
P0 135857 0.68 1
P0 135859 0.68 1
P0 135860 1.29 1
P0 135874 1.74 1
P0 135877 1.74 1
P0 135891 1.90 1
P0 135893 0.61 1
P0 135909 0.45 1
P0 135916 1.90 1
P0 135932 0.45 1
P0 135948 0.45 1
P0 135961 1.30 1
P0 135962 1.98 1
P0 135963 2.59 1
P0 135964 0.68 1
P0 135965 1.98 1
P0 135966 1.30 1
P0 135968 2.59 2
P0 135983 0.61 1
P0 135984 1.98 1
P0 135985 1.29 1
P0 135986 0.68 1
P0 135987 0.61 1
P0 135990 1.98 1
P0 135991 1.30 1
P0 135996 1.30 1
P0 136000 1.30 1
P0 136002 1.30 1
P0 136004 1.29 1
P0 136005 4.75 3
P0 136009 1.30 1
P0 136010 1.30 1
P0 136014 1.98 1
P0 136015 0.68 1
P0 136017 2.58 1
P0 136021 2.59 2
P0 136023 1.30 1
P0 136025 3.88 2
P0 136029 1.29 1
P0 136030 1.98 1
P0 136033 2.59 1
P0 136034 1.29 1
P0 136041 1.29 1
P0 136046 1.30 1
P0 136047 2.58 1
P0 136048 1.30 1
P0 136050 1.30 1
P0 136054 0.61 1
P0 136055 1.29 1
P0 136060 1.30 1
P0 136064 1.30 1
P0 136067 0.68 1
P0 136075 1.30 1
P0 136076 0.61 1
P0 136079 1.30 1
P0 136090 3.00 1
P0 136097 1.29 1
P0 136110 1.29 1
P0 136128 2.58 1
P0 136150 0.84 1
P0 136166 0.61 1
P0 136167 1.90 1
P0 136175 0.61 1
P0 136182 1.74 1
P0 136183 1.30 1
P0 136184 0.68 1
P0 136185 0.68 1
P0 136186 1.06 2
P0 136194 2.35 2
P0 136203 0.61 1
P0 136212 0.45 1
P0 136214 0.68 1
P0 136218 1.98 1
P0 136220 1.30 1
P0 136236 1.30 1
P0 136243 1.30 1
P0 136244 2.17 2
P0 136245 0.68 1
P0 136246 1.30 1
P0 136247 1.98 1
P0 136250 0.61 1
P0 136257 1.90 1
P0 136261 0.61 1
P0 136269 1.98 1
P0 136272 0.68 1
P0 136273 1.30 1
P0 136274 2.59 2
P0 136276 1.30 1
P0 136278 1.30 1
P0 136279 1.30 1
P0 136281 2.59 1
P0 136283 0.68 1
P0 136285 0.68 1
P0 136287 0.61 1
P0 136289 1.30 1
P0 136327 2.62 2
P0 136359 2.58 1
P0 136362 0.45 1
P0 136366 1.74 1
P0 136367 1.76 1
P0 136388 0.84 1
P0 136454 0.84 1
P0 136455 1.29 1
P0 136458 1.74 1
P0 136464 0.68 1
P0 136468 1.29 1
P0 136471 1.30 1
P0 136475 0.42 1
P0 136482 1.29 1
P0 136488 1.98 1
P0 136489 0.68 1
P0 136490 0.68 1
P0 136494 1.30 1
P0 136495 0.61 1
P0 136502 1.30 1
P0 136507 1.30 1
P0 136511 0.45 1
P0 136632 2.16 1
P0 136676 0.84 1
P0 136692 1.29 1
P0 136932 0.42 1
P0 138808 0.61 1
P0 138842 1.90 1
P0 138843 0.88 1
P0 138861 0.45 1
P0 138876 0.61 1
P0 138877 0.68 1
P0 138883 1.29 1
P0 138928 1.74 1
P0 138964 0.45 1
P0 138986 0.61 1
P0 139007 0.61 1
P0 139012 0.42 1
P0 139017 1.29 1
P0 139026 0.61 1
P0 139030 0.61 1
P0 139039 0.68 1
