model z clump.grp clump_mass
h148_6144 0.17 8600 36177.70
h148_6144 0.17 8601 75808.89
h148_6144 0.17 8602 41107.12
h148_6144 0.17 8603 88220.34
h148_6144 0.17 8604 53644.83
h148_6144 0.17 8605 84112.25
h148_6144 0.17 8606 82351.74
h148_6144 0.17 8607 70568.28
h148_6144 0.17 8608 96904.92
h148_6144 0.17 8609 27440.84
h148_6144 0.17 8610 61939.11
h148_6144 0.17 8611 46897.86
h148_6144 0.17 8612 13256.89
h148_6144 0.17 8613 89984.98
h148_6144 0.17 8614 31340.21
h148_6144 0.17 8615 31224.70
h148_6144 0.17 8616 75688.98
h148_6144 0.17 8617 62083.16
h148_6144 0.17 8618 62435.66
h148_6144 0.17 8619 50714.51
h148_6144 0.17 8620 74516.88
h148_6144 0.17 8621 47863.69
h148_6144 0.17 8622 20725.91
h148_6144 0.17 8623 79446.25
h148_6144 0.17 8624 19725.65
h148_6144 0.17 8625 16917.33
h148_6144 0.17 8626 10152.45
h148_6144 0.17 8627 32627.64
h148_6144 0.17 8628 93959.19
h148_6144 0.17 8629 58005.84
h148_6144 0.17 8630 18427.51
h148_6144 0.17 8631 21838.53
h148_6144 0.17 8632 33870.86
h148_6144 0.17 8633 35070.53
h148_6144 0.17 8634 59124.93
h148_6144 0.17 8635 72600.42
h148_6144 0.17 8636 88132.32
h148_6144 0.17 8637 46283.08
h148_6144 0.17 8638 79691.84
h148_6144 0.17 8639 50313.35
h148_6144 0.17 8640 76095.14
h148_6144 0.17 8641 16854.82
h148_6144 0.17 8642 31786.10
h148_6144 0.17 8643 143815.38
h148_6144 0.17 8644 66913.42
h148_6144 0.17 8645 61947.29
h148_6144 0.17 8646 67896.93
h148_6144 0.17 8647 26631.92
h148_6144 0.17 8648 60398.52
h148_6144 0.17 8649 38472.20
h148_6144 0.17 8650 79117.21
h148_6144 0.17 8651 59032.63
h148_6144 0.17 8652 73455.89
h148_6144 0.17 8653 21954.81
h148_6144 0.17 8654 37516.24
h148_6144 0.17 8655 51614.45
h148_6144 0.17 8656 102454.70
h148_6144 0.17 8657 75336.30
h148_6144 0.17 8658 38130.24
h148_6144 0.17 8659 10203.74
h148_6144 0.17 8660 82238.30
h148_6144 0.17 8661 65822.72
h148_6144 0.17 8662 69258.14
h148_6144 0.17 8663 616854.00
h148_6144 0.17 8664 59182.26
h148_6144 0.17 8665 82978.65
h148_6144 0.17 8666 42042.24
h148_6144 0.17 8667 63109.26
h148_6144 0.17 8668 34964.36
h148_6144 0.17 8669 48860.29
h148_6144 0.17 8670 193312.27
h148_6144 0.17 8671 66256.83
h148_6144 0.17 8672 26563.67
h148_6144 0.17 8673 89635.74
h148_6144 0.17 8674 55754.05
h148_6144 0.17 8675 60640.09
h148_6144 0.17 8676 35673.02
h148_6144 0.17 8677 75325.85
h148_6144 0.17 8678 57189.17
h148_6144 0.17 8679 53062.55
h148_6144 0.17 8680 69519.04
h148_6144 0.17 8681 57537.49
h148_6144 0.17 8682 64039.64
h148_6144 0.17 8683 35191.53
h148_6144 0.17 8684 75375.78
h148_6144 0.17 8685 56769.39
h148_6144 0.17 8686 21988.07
h148_6144 0.17 8687 19266.80
h148_6144 0.17 8688 87788.86
h148_6144 0.17 8689 31124.44
h148_6144 0.17 8690 32424.19
h148_6144 0.17 8691 50530.08
h148_6144 0.17 8692 52723.62
h148_6144 0.17 8693 68318.63
h148_6144 0.17 8694 20337.23
h148_6144 0.17 8695 72255.91
h148_6144 0.17 8696 426583.32
h148_6144 0.17 8697 55913.55
h148_6144 0.17 8698 6635.68
h148_6144 0.17 8699 38094.01
h148_6144 0.17 8700 58169.81
h148_6144 0.17 8701 26907.52
h148_6144 0.17 8702 79705.03
h148_6144 0.17 8703 35234.68
h148_6144 0.17 8704 107064.21
h148_6144 0.17 8705 69079.01
h148_6144 0.17 8706 47403.60
h148_6144 0.17 8707 73429.11
h148_6144 0.17 8708 16193.75
h148_6144 0.17 8709 73392.82
h148_6144 0.17 8710 76016.51
h148_6144 0.17 8711 65023.78
h148_6144 0.17 8712 99755.21
h148_6144 0.17 8713 51995.45
h148_6144 0.17 8714 869398.97
h148_6144 0.17 8715 361269.94
h148_6144 0.17 8716 72928.23
h148_6144 0.17 8717 79515.64
h148_6144 0.17 8718 98983.66
h148_6144 0.17 8719 32800.91
h148_6144 0.17 8720 85745.47
h148_6144 0.17 8721 92790.24
h148_6144 0.17 8722 82904.13
h148_6144 0.17 8723 1166799.22
h148_6144 0.17 8724 271316.69
h148_6144 0.17 8725 72934.32
h148_6144 0.17 8726 116365.22
h148_6144 0.17 8727 117917.43
h148_6144 0.17 8728 27581.89
h148_6144 0.17 8729 83152.66
h148_6144 0.17 8730 41800.67
h148_6144 0.17 8731 29890.60
h148_6144 0.17 8732 67344.77
h148_6144 0.17 8733 50637.29
h148_6144 0.17 8734 11192.09
h148_6144 0.17 8735 92956.63
h148_6144 0.17 8736 44754.07
h148_6144 0.17 8737 103914.18
h148_6144 0.17 8738 51329.55
h148_6144 0.17 8739 95304.97
h148_6144 0.17 8740 112871.37
h148_6144 0.17 8741 148394.95
h148_6144 0.17 8742 69906.10
h148_6144 0.17 8743 73549.73
h148_6144 0.17 8744 162462.07
h148_6144 0.17 8745 74184.57
h148_6144 0.17 8746 75326.91
h148_6144 0.17 8747 43176.71
h148_6144 0.17 8748 19962.62
h148_6144 0.17 8749 156135.48
h148_6144 0.17 8750 78569.39
h148_6144 0.17 8751 72904.35
h148_6144 0.17 8752 19885.98
h148_6144 0.17 8753 38427.28
h148_6144 0.17 8754 69072.75
h148_6144 0.17 8755 16569.89
h148_6144 0.17 8756 69212.52
h148_6144 0.17 8757 73970.72
h148_6144 0.17 8758 68697.93
h148_6144 0.17 8759 121003.21
h148_6144 0.17 8760 55062.14
h148_6144 0.17 8761 35381.98
h148_6144 0.17 8762 50130.97
h148_6144 0.17 8763 33889.71
h148_6144 0.17 8764 26211.93
h148_6144 0.17 8765 15724.74
h148_6144 0.17 8766 69830.30
h148_6144 0.17 8767 57147.93
h148_6144 0.17 8768 52926.80
h148_6144 0.17 8769 79655.04
h148_6144 0.17 8770 79544.29
h148_6144 0.17 8771 72904.11
h148_6144 0.17 8772 79558.29
h148_6144 0.17 8773 68590.78
h148_6144 0.17 8774 103873.08
h148_6144 0.17 8775 30724.06
h148_6144 0.17 8776 26004.25
h148_6144 0.17 8777 95365.59
h148_6144 0.17 8778 71002.57
h148_6144 0.17 8779 89532.63
h148_6144 0.17 8780 30023.57
h148_6144 0.17 8781 23365.24
h148_6144 0.17 8782 29824.62
h148_6144 0.17 8783 79549.51
h148_6144 0.17 8784 16733.17
h148_6144 0.17 8785 59863.72
h148_6144 0.17 8786 83039.25
h148_6144 0.17 8787 26558.56
h148_6144 0.17 8788 29285.66
h148_6144 0.17 8789 32851.16
h148_6144 0.17 8790 96388.58
h148_6144 0.17 8791 29828.69
h148_6144 0.17 8792 32191.93
h148_6144 0.17 8793 45765.69
h148_6144 0.17 8794 61271.26
h148_6144 0.17 8795 13255.55
h148_6144 0.17 8796 392407.86
h148_6144 0.17 8797 23447.61
h148_6144 0.17 8798 36365.70
h148_6144 0.17 8799 66356.24
h148_6144 0.17 8800 43566.64
h148_6144 0.17 8801 73711.82
h148_6144 0.17 8802 53669.27
h148_6144 0.17 8803 16557.05
h148_6144 0.17 8804 42434.23
h148_6144 0.17 8805 39318.01
h148_6144 0.17 8806 80014.71
h148_6144 0.17 8807 68119.25
h148_6144 0.17 8808 66757.02
h148_6144 0.17 8809 45371.22
h148_6144 0.17 8810 23399.50
h148_6144 0.17 8811 69154.79
h148_6144 0.17 8812 56772.24
h148_6144 0.17 8813 29520.93
h148_6144 0.17 8814 58396.15
h148_6144 0.17 8815 77731.59
h148_6144 0.17 8816 41228.56
h148_6144 0.17 8817 26510.88
h148_6144 0.17 8818 104836.71
h148_6144 0.17 8819 34078.15
h148_6144 0.17 8820 55810.22
h148_6144 0.17 8821 102603.85
h148_6144 0.17 8822 417236.02
h148_6144 0.17 8823 60618.10
h148_6144 0.17 8824 64296.09
h148_6144 0.17 8825 129738.74
h148_6144 0.17 8826 2539440.23
h148_6144 0.17 8827 79757.79
h148_6144 0.17 8828 38234.18
h148_6144 0.17 8829 151311.88
h148_6144 0.17 8830 29748.33
h148_6144 0.17 8831 1871025.03
h148_6144 0.17 8832 142900.53
h148_6144 0.17 8833 26352.49
h148_6144 0.17 8834 77854.32
h148_6144 0.17 8835 19673.54
h148_6144 0.17 8836 40207.99
h148_6144 0.17 8837 53682.82
h148_6144 0.17 8838 71233.21
h148_6144 0.17 8839 65079.58
h148_6144 0.17 8840 74033.72
h148_6144 0.17 8841 72969.38
h148_6144 0.17 8842 69479.90
h148_6144 0.17 8843 41967.22
h148_6144 0.17 8844 66995.44
h148_6144 0.17 8845 84792.57
h148_6144 0.17 8846 74792.26
h148_6144 0.17 8847 103765.44
h148_6144 0.17 8848 1599659.92
h148_6144 0.17 8849 73574.57
h148_6144 0.17 8850 23592.92
h148_6144 0.17 8851 26589.00
h148_6144 0.17 8852 48742.96
h148_6144 0.17 8853 32235.24
h148_6144 0.17 8854 79466.03
h148_6144 0.17 8855 49325.91
h148_6144 0.17 8856 76218.24
h148_6144 0.17 8857 29887.01
h148_6144 0.17 8858 81337.52
h148_6144 0.17 8859 169430.59
h148_6144 0.17 8860 43118.50
h148_6144 0.17 8861 106050.98
h148_6144 0.17 8862 77837.12
h148_6144 0.17 8863 77489.73
h148_6144 0.17 8864 71220.81
h148_6144 0.17 8865 83317.80
h148_6144 0.17 8866 146035.60
h148_6144 0.17 8867 212120.50
h148_6144 0.17 8868 76226.45
h148_6144 0.17 8869 14938.36
h148_6144 0.17 8870 37348.95
h148_6144 0.17 8871 10123.51
h148_6144 0.17 8872 68788.08
h148_6144 0.17 8873 58694.11
h148_6144 0.17 8874 66283.86
h148_6144 0.17 8875 41610.14
h148_6144 0.17 8876 31602.58
h148_6144 0.17 8877 16027.09
h148_6144 0.17 8878 12151.38
h148_6144 0.17 8879 138370.12
h148_6144 0.17 8880 32923.53
h148_6144 0.17 8881 30246.57
h148_6144 0.17 8882 85578.84
h148_6144 0.17 8883 19326.22
h148_6144 0.17 8884 3142.06
h148_6144 0.17 8885 176487.74
h148_6144 0.17 8886 7744.71
h148_6144 0.17 8887 13352.24
h148_6144 0.17 8888 145929.13
h148_6144 0.17 8889 81949.61
h148_6144 0.17 8890 84167.54
h148_6144 0.17 8891 70576.13
h148_6144 0.17 8892 24947.38
h148_6144 0.17 8893 79551.04
h148_6144 0.17 8894 33890.19
h148_6144 0.17 8895 101294.09
h148_6144 0.17 8896 142770.90
h148_6144 0.17 8897 76390.61
h148_6144 0.17 8898 173709.09
h148_6144 0.17 8899 234185.76
h148_6144 0.17 8900 75517.11
h148_6144 0.17 8901 46400.10
h148_6144 0.17 8902 77775.38
h148_6144 0.17 8903 119347.23
h148_6144 0.17 8904 96920.81
h148_6144 0.17 8905 29133.26
h148_6144 0.17 8906 28850.18
h148_6144 0.17 8907 86706.62
h148_6144 0.17 8908 39872.28
h148_6144 0.17 8909 27433.85
h148_6144 0.17 8910 18414.17
h148_6144 0.17 8911 113406.82
h148_6144 0.17 8912 76056.91
h148_6144 0.17 8913 55495.01
h148_6144 0.17 8914 42245.38
h148_6144 0.17 8915 6639.60
h148_6144 0.17 8916 61253.61
h148_6144 0.17 8917 5922.58
h148_6144 0.17 8918 45275.59
h148_6144 0.17 8919 12045.94
h148_6144 0.17 8920 50242.21
h148_6144 0.17 8921 42260.01
h148_6144 0.17 8922 60779.84
h148_6144 0.17 8923 44706.07
h148_6144 0.17 8924 23170.60
h148_6144 0.17 8925 9540.65
h148_6144 0.17 8926 82806.73
h148_6144 0.17 8927 49854.04
h148_6144 0.17 8928 20858.17
h148_6144 0.17 8929 30624.90
h148_6144 0.17 8930 12990.86
h148_6144 0.17 8931 33867.33
h148_6144 0.17 8932 56666.21
h148_6144 0.17 8933 73051.79
h148_6144 0.17 8934 22886.96
h148_6144 0.17 8935 61080.25
h148_6144 0.17 8936 17266.24
h148_6144 0.17 8937 34772.13
h148_6144 0.17 8938 45730.45
h148_6144 0.17 8939 96209.52
h148_6144 0.17 8940 77326.91
h148_6144 0.17 8941 92154.43
h148_6144 0.17 8942 53657.06
h148_6144 0.17 8943 58871.49
h148_6144 0.17 8944 79233.88
h148_6144 0.17 8945 23196.82
h148_6144 0.17 8946 90710.81
h148_6144 0.17 8947 9941.64
h148_6144 0.17 8948 49087.37
h148_6144 0.17 8949 69215.24
h148_6144 0.17 8950 40688.64
h148_6144 0.17 8951 83365.08
h148_6144 0.17 8952 68972.06
h148_6144 0.17 8953 68796.80
h148_6144 0.17 8954 36909.75
h148_6144 0.17 8955 32433.86
h148_6144 0.17 8956 70408.82
h148_6144 0.17 8957 23057.90
h148_6144 0.17 8958 61083.10
h148_6144 0.17 8959 39372.58
h148_6144 0.17 8960 16089.66
h148_6144 0.17 8961 27261.13
h148_6144 0.17 8962 80180.62
h148_6144 0.17 8963 77176.43
h148_6144 0.17 8964 75266.03
h148_6144 0.17 8965 54325.56
h148_6144 0.17 8966 72305.16
h148_6144 0.17 8967 17551.71
h148_6144 0.17 8968 53285.82
h148_6144 0.17 8969 62964.62
h148_6144 0.17 8970 51642.85
h148_6144 0.17 8971 58218.70
h148_6144 0.17 8972 89060.43
h148_6144 0.17 8973 75365.45
h148_6144 0.17 8974 15641.30
h148_6144 0.17 8975 45998.41
h148_6144 0.17 8976 37263.12
h148_6144 0.17 8977 78586.77
h148_6144 0.17 8978 61616.85
h148_6144 0.17 8979 21618.24
h148_6144 0.17 8980 59579.04
h148_6144 0.17 8981 158972.89
h148_6144 0.17 8982 124272.32
h148_6144 0.17 8983 29946.23
h148_6144 0.17 8984 40958.01
h148_6144 0.17 8985 9944.72
h148_6144 0.17 8986 1057844.20
h148_6144 0.17 8987 63853.42
h148_6144 0.17 8988 93620.55
h148_6144 0.17 8989 139533.08
h148_6144 0.17 8990 69596.34
h148_6144 0.17 8991 77815.30
h148_6144 0.17 8992 51539.24
h148_6144 0.17 8993 19489.25
h148_6144 0.17 8994 55121.62
h148_6144 0.17 8995 94998.34
h148_6144 0.17 8996 20814.76
h148_6144 0.17 8997 66377.43
h148_6144 0.17 8998 11913.88
h148_6144 0.17 8999 42149.43
h148_6144 0.17 9000 121025.92
h148_6144 0.17 9001 149492.85
h148_6144 0.17 9002 69010.71
h148_6144 0.17 9003 63216.72
h148_6144 0.17 9004 74430.49
h148_6144 0.17 9005 88439.57
h148_6144 0.17 9006 198397.07
h148_6144 0.17 9007 20178.70
h148_6144 0.17 9008 18881.81
h148_6144 0.17 9009 24739.40
h148_6144 0.17 9010 14492.72
h148_6144 0.17 9011 63638.93
h148_6144 0.17 9012 79246.48
h148_6144 0.17 9013 51870.45
h148_6144 0.17 9014 35497.66
h148_6144 0.17 9015 89500.07
h148_6144 0.17 9016 18363.36
h148_6144 0.17 9017 79531.95
h148_6144 0.17 9018 38195.11
h148_6144 0.17 9019 151004.43
h148_6144 0.17 9020 45489.57
h148_6144 0.17 9021 16712.16
h148_6144 0.17 9022 33189.60
h148_6144 0.17 9023 68792.53
h148_6144 0.17 9024 56864.01
h148_6144 0.17 9025 111356.83
h148_6144 0.17 9026 28249.38
h148_6144 0.17 9027 29779.67
h148_6144 0.17 9028 39409.86
h148_6144 0.17 9029 73064.58
h148_6144 0.17 9030 16804.77
h148_6144 0.17 9031 155081.92
h148_6144 0.17 9032 38099.44
h148_6144 0.17 9033 28941.53
h148_6144 0.17 9034 65184.84
h148_6144 0.17 9035 120742.17
h148_6144 0.17 9036 31473.82
h148_6144 0.17 9037 25546.30
h148_6144 0.17 9038 24894.97
h148_6144 0.17 9039 35644.10
h148_6144 0.17 9040 11732.45
h148_6144 0.17 9041 26661.63
h148_6144 0.17 9042 83103.97
h148_6144 0.17 9043 55483.13
h148_6144 0.17 9044 67296.58
h148_6144 0.17 9045 33583.99
h148_6144 0.17 9046 17827.70
h148_6144 0.17 9047 141359.03
h148_6144 0.17 9048 66254.84
h148_6144 0.17 9049 60502.98
h148_6144 0.17 9050 86273.79
h148_6144 0.17 9051 26511.21
h148_6144 0.17 9052 32785.34
h148_6144 0.17 9053 23234.17
h148_6144 0.17 9054 29824.88
h148_6144 0.17 9055 29964.73
h148_6144 0.17 9056 12423.49
h148_6144 0.17 9057 84169.24
h148_6144 0.17 9058 94129.85
h148_6144 0.17 9059 69009.70
h148_6144 0.17 9060 14652.32
h148_6144 0.17 9061 9339.29
h148_6144 0.17 9062 48583.62
h148_6144 0.17 9063 12604.38
h148_6144 0.17 9064 4797.32
h148_6144 0.17 9065 122375.22
h148_6144 0.17 9066 41619.30
h148_6144 0.17 9067 12923.35
h148_6144 0.17 9068 74206.91
h148_6144 0.17 9069 38422.70
h148_6144 0.17 9070 39627.48
h148_6144 0.17 9071 55453.63
h148_6144 0.17 9072 83548.64
h148_6144 0.17 9073 397959.87
h148_6144 0.17 9074 23090.39
h148_6144 0.17 9075 48661.15
h148_6144 0.17 9076 26430.81
h148_6144 0.17 9077 24334.26
h148_6144 0.17 9078 47387.85
h148_6144 0.17 9079 66039.15
h148_6144 0.17 9080 27034.41
h148_6144 0.17 9081 41191.12
h148_6144 0.17 9082 62546.40
h148_6144 0.17 9083 10189.73
h148_6144 0.17 9084 35376.22
h148_6144 0.17 9085 72337.02
h148_6144 0.17 9086 43948.63
h148_6144 0.17 9087 63160.84
h148_6144 0.17 9088 367392.07
h148_6144 0.17 9089 16332.12
h148_6144 0.17 9090 17450.38
h148_6144 0.17 9091 33295.02
h148_6144 0.17 9092 36961.71
h148_6144 0.17 9093 26240.70
h148_6144 0.17 9094 44043.76
h148_6144 0.17 9095 55456.99
h148_6144 0.17 9096 90224.03
h148_6144 0.17 9097 73447.17
h148_6144 0.17 9098 51806.28
h148_6144 0.17 9099 28955.53
h148_6144 0.17 9100 54869.92
h148_6144 0.17 9101 71510.49
h148_6144 0.17 9102 27309.20
h148_6144 0.17 9103 59147.86
h148_6144 0.17 9104 96518.08
h148_6144 0.17 9105 37713.11
h148_6144 0.17 9106 49425.79
h148_6144 0.17 9107 74604.42
h148_6144 0.17 9108 27895.25
h148_6144 0.17 9109 36960.38
h148_6144 0.17 9110 57234.64
h148_6144 0.17 9111 88820.64
h148_6144 0.17 9112 58841.54
h148_6144 0.17 9113 13535.00
h148_6144 0.17 9114 45395.37
h148_6144 0.17 9115 26581.67
h148_6144 0.17 9116 109403.74
h148_6144 0.17 9117 104197.79
h148_6144 0.17 9118 45766.79
h148_6144 0.17 9119 104525.52
h148_6144 0.17 9120 69996.06
h148_6144 0.17 9121 30054.82
h148_6144 0.17 9122 43362.05
h148_6144 0.17 9123 28041.55
h148_6144 0.17 9124 64229.71
h148_6144 0.17 9125 46067.48
h148_6144 0.17 9126 31964.40
h148_6144 0.17 9127 71353.60
h148_6144 0.17 9128 68653.31
h148_6144 0.17 9129 80223.01
h148_6144 0.17 9130 65833.05
h148_6144 0.17 9131 33148.55
h148_6144 0.17 9132 78867.83
h148_6144 0.17 9133 49291.36
h148_6144 0.17 9134 38683.57
h148_6144 0.17 9135 37906.77
h148_6144 0.17 9136 33981.77
h148_6144 0.17 9137 25148.85
h148_6144 0.17 9138 68221.54
h148_6144 0.17 9139 112820.43
h148_6144 0.17 9140 77166.62
h148_6144 0.17 9141 17003.75
h148_6144 0.17 9142 11545.09
h148_6144 0.17 9143 95052.47
h148_6144 0.17 9144 48046.52
h148_6144 0.17 9145 46926.56
h148_6144 0.17 9146 75184.23
h148_6144 0.17 9147 71730.67
h148_6144 0.17 9148 69040.30
h148_6144 0.17 9149 32845.16
h148_6144 0.17 9150 46935.74
h148_6144 0.17 9151 31513.98
h148_6144 0.17 9152 79927.10
h148_6144 0.17 9153 17245.11
h148_6144 0.17 9154 101072.16
h148_6144 0.17 9155 26221.78
h148_6144 0.17 9156 79067.32
h148_6144 0.17 9157 23197.16
h148_6144 0.17 9158 23552.42
h148_6144 0.17 9159 22456.32
h148_6144 0.17 9160 66519.69
h148_6144 0.17 9161 29825.16
h148_6144 0.17 9162 58662.75
h148_6144 0.17 9163 76364.30
h148_6144 0.17 9164 48524.65
h148_6144 0.17 9165 58930.66
h148_6144 0.17 9166 73092.79
h148_6144 0.17 9167 22146.29
h148_6144 0.17 9168 29658.48
h148_6144 0.17 9169 32894.08
h148_6144 0.17 9170 62392.64
h148_6144 0.17 9171 41346.88
h148_6144 0.17 9172 30249.81
h148_6144 0.17 9173 9026.06
h148_6144 0.17 9174 83275.10
h148_6144 0.17 9175 25178.42
h148_6144 0.17 9176 43314.56
h148_6144 0.17 9177 36556.59
h148_6144 0.17 9178 92182.80
h148_6144 0.17 9179 83635.05
h148_6144 0.17 9180 69480.10
h148_6144 0.17 9181 2977.82
h148_6144 0.17 9182 48820.16
h148_6144 0.17 9183 55397.13
h148_6144 0.17 9184 89509.93
h148_6144 0.17 9185 25647.37
h148_6144 0.17 9186 26751.50
h148_6144 0.17 9187 10189.64
h148_6144 0.17 9188 25094.14
h148_6144 0.17 9189 44073.38
h148_6144 0.17 9190 28249.53
h148_6144 0.17 9191 17668.77
h148_6144 0.17 9192 58474.12
h148_6144 0.17 9193 78893.87
h148_6144 0.17 9194 160347.83
h148_6144 0.17 9195 43135.03
h148_6144 0.17 9196 16666.23
h148_6144 0.17 9197 75754.83
h148_6144 0.17 9198 4110.68
h148_6144 0.17 9199 28407.81
h148_6144 0.17 9200 29973.82
h148_6144 0.17 9201 11185.60
h148_6144 0.17 9202 67425.52
h148_6144 0.17 9203 16626.44
h148_6144 0.17 9204 4100.68
h148_6144 0.17 9205 8686.66
h148_6144 0.17 9206 3140.83
h148_6144 0.17 9207 6632.20
h148_6144 0.17 9208 6645.07
h148_6144 0.17 9209 2581.78
h148_6144 0.17 9210 42688.67
h148_6144 0.17 9211 209349.04
h148_6144 0.17 9212 40431.53
h148_6144 0.17 9213 3113726.99
h148_6144 0.17 9214 7542.43
h148_6144 0.17 9215 59681.72
h148_6144 0.17 9216 78933.87
h148_6144 0.17 9217 29832.50
h148_6144 0.17 9218 41482.16
h148_6144 0.17 9219 139722.19
h148_6144 0.17 9220 46486.41
h148_6144 0.17 9221 68300.56
h148_6144 0.17 9222 73964.03
h148_6144 0.17 9223 36851.48
h148_6144 0.17 9224 17420.16
h148_6144 0.17 9225 22096.85
h148_6144 0.17 9226 13213.40
h148_6144 0.17 9227 80990.70
h148_6144 0.17 9228 43982.25
h148_6144 0.17 9229 73079.60
h148_6144 0.17 9230 10930.16
h148_6144 0.17 9231 13792.80
h148_6144 0.17 9232 28511.25
h148_6144 0.17 9233 6666.59
h148_6144 0.17 9234 79702.37
h148_6144 0.17 9235 37891.38
h148_6144 0.17 9236 83011.33
h148_6144 0.17 9237 35499.11
h148_6144 0.17 9238 10422.71
h148_6144 0.17 9239 106956.59
h148_6144 0.17 9240 29604.10
h148_6144 0.17 9241 52877.93
h148_6144 0.17 9242 6296.40
h148_6144 0.17 9243 70582.21
h148_6144 0.17 9244 114672.32
h148_6144 0.17 9245 440515.08
h148_6144 0.17 9246 36641.43
h148_6144 0.17 9247 37838.39
h148_6144 0.17 9248 29580.27
h148_6144 0.17 9249 29871.68
h148_6144 0.17 9250 31667.39
h148_6144 0.17 9251 10014.04
h148_6144 0.17 9252 19920.73
h148_6144 0.17 9253 12943.20
h148_6144 0.17 9254 75332.00
h148_6144 0.17 9255 13298.48
h148_6144 0.17 9256 5209.52
h148_6144 0.17 9257 33487.77
h148_6144 0.17 9258 42620.41
h148_6144 0.17 9259 14712.29
h148_6144 0.17 9260 73956.43
h148_6144 0.17 9261 30770.15
h148_6144 0.17 9262 78263.52
h148_6144 0.17 9263 50664.67
h148_6144 0.17 9264 30617.11
h148_6144 0.17 9265 81474.90
h148_6144 0.17 9266 35670.65
h148_6144 0.17 9267 179446.88
h148_6144 0.17 9268 86411.22
h148_6144 0.17 9269 21977.63
h148_6144 0.17 9270 72672.73
h148_6144 0.17 9271 39287.55
h148_6144 0.17 9272 23585.42
h148_6144 0.17 9273 87963.55
h148_6144 0.17 9274 11748.77
h148_6144 0.17 9275 63158.52
h148_6144 0.17 9276 64819.78
h148_6144 0.17 9277 29830.10
h148_6144 0.17 9278 60384.42
h148_6144 0.17 9279 21619.71
h148_6144 0.17 9280 60262.04
h148_6144 0.17 9281 19983.59
h148_6144 0.17 9282 67625.74
h148_6144 0.17 9283 34084.71
h148_6144 0.17 9284 108824.02
h148_6144 0.17 9285 87037.48
h148_6144 0.17 9286 75940.54
h148_6144 0.17 9287 28206.12
h148_6144 0.17 9288 25260.41
h148_6144 0.17 9289 41706.48
h148_6144 0.17 9290 56400.56
h148_6144 0.17 9291 18727.55
h148_6144 0.17 9292 23196.91
h148_6144 0.17 9293 13308.14
h148_6144 0.17 9294 61289.19
h148_6144 0.17 9295 119376.24
h148_6144 0.17 9296 20475.81
h148_6144 0.17 9297 20910.39
h148_6144 0.17 9298 18923.20
h148_6144 0.17 9299 13665.08
h148_6144 0.17 9300 13507.60
h148_6144 0.17 9301 16699.87
h148_6144 0.17 9302 69757.42
h148_6144 0.17 9303 38124.11
h148_6144 0.17 9304 62008.48
h148_6144 0.17 9305 18651.41
h148_6144 0.17 9306 18662.75
h148_6144 0.17 9307 13504.38
h148_6144 0.17 9308 37879.67
h148_6144 0.17 9309 73256.86
h148_6144 0.17 9310 70183.06
h148_6144 0.17 9311 107099.06
h148_6144 0.17 9312 26695.37
h148_6144 0.17 9313 114716.02
h148_6144 0.17 9314 64846.12
h148_6144 0.17 9315 30132.73
h148_6144 0.17 9316 91967.75
h148_6144 0.17 9317 58975.10
h148_6144 0.17 9318 39803.29
h148_6144 0.17 9319 78092.55
h148_6144 0.17 9320 6632.68
h148_6144 0.17 9321 131338.70
h148_6144 0.17 9322 62769.07
h148_6144 0.17 9323 42005.82
h148_6144 0.17 9324 73782.89
h148_6144 0.17 9325 43128.24
h148_6144 0.17 9326 89526.39
h148_6144 0.17 9327 109519.32
h148_6144 0.17 9328 29865.75
h148_6144 0.17 9329 48643.90
h148_6144 0.17 9330 62721.10
h148_6144 0.17 9331 81903.93
h148_6144 0.17 9332 106046.29
h148_6144 0.17 9333 75083.19
h148_6144 0.17 9334 77070.53
h148_6144 0.17 9335 76358.25
h148_6144 0.17 9336 59297.93
h148_6144 0.17 9337 61326.16
h148_6144 0.17 9338 36944.09
h148_6144 0.17 9339 30054.24
h148_6144 0.17 9340 50259.87
h148_6144 0.17 9341 71373.52
h148_6144 0.17 9342 69504.01
h148_6144 0.17 9343 19636.06
h148_6144 0.17 9344 72540.32
h148_6144 0.17 9345 38092.20
h148_6144 0.17 9346 82863.78
h148_6144 0.17 9347 72489.29
h148_6144 0.17 9348 46394.37
h148_6144 0.17 9349 23192.95
h148_6144 0.17 9350 43080.08
h148_6144 0.17 9351 25549.92
h148_6144 0.17 9352 6628.35
h148_6144 0.17 9353 72953.62
h148_6144 0.17 9354 9946.40
h148_6144 0.17 9355 56549.86
h148_6144 0.17 9356 82734.12
h148_6144 0.17 9357 84360.10
h148_6144 0.17 9358 7960.13
h148_6144 0.17 9359 40802.57
h148_6144 0.17 9360 26510.71
h148_6144 0.17 9361 13339.88
h148_6144 0.17 9362 7724.37
h148_6144 0.17 9363 25036.46
h148_6144 0.17 9364 8133.66
h148_6144 0.17 9365 53213.62
h148_6144 0.17 9366 33460.21
h148_6144 0.17 9367 98631.00
h148_6144 0.17 9368 46799.42
h148_6144 0.17 9369 20077.57
h148_6144 0.17 9370 22603.28
h148_6144 0.17 9371 84793.71
h148_6144 0.17 9372 72911.87
h148_6144 0.17 9373 44924.59
h148_6144 0.17 9374 38076.98
h148_6144 0.17 9375 16891.40
